circ-FOXP1,hepatocellular carcinoma
circHIAT1,hepatocellular carcinoma
hsa_circ_0000284,hepatocellular carcinoma
circ-HOMER1,hepatocellular carcinoma
circLARP4,hepatocellular carcinoma
circMAN2B2,hepatocellular carcinoma
circMAT2B,hepatocellular carcinoma
circMYLK,hepatocellular carcinoma
circPCNX,hepatocellular carcinoma
circ-PRKCI,hepatocellular carcinoma
circ-PRMT5,hepatocellular carcinoma
circPTGR1,hepatocellular carcinoma
circRBM23,hepatocellular carcinoma
circRNA_101368,hepatocellular carcinoma
circRNA_101505,hepatocellular carcinoma
circRNA_104718,hepatocellular carcinoma
circRNA_5692,hepatocellular carcinoma
circSLC3A2,hepatocellular carcinoma
circ-SMAD2,hepatocellular carcinoma
circ-TCF4.85,hepatocellular carcinoma
circTRIM33-12,hepatocellular carcinoma
circ-ZEB1.33,hepatocellular carcinoma
circZFR,hepatocellular carcinoma
hsa_circ_0000092,hepatocellular carcinoma
hsa_circ_0000204,hepatocellular carcinoma
hsa_circ_0000567,hepatocellular carcinoma
hsa_circ_0000673,hepatocellular carcinoma
hsa_circ_0001178,hepatocellular carcinoma
hsa_circ_0001649,hepatocellular carcinoma
hsa_circ_0001955,hepatocellular carcinoma
hsa_circ_0003258,hepatocellular carcinoma
hsa_circ_0005075,hepatocellular carcinoma
hsa_circ_0008450,hepatocellular carcinoma
hsa_circ_0009910,hepatocellular carcinoma
hsa_circ_001569,hepatocellular carcinoma
hsa_circ_0015756,hepatocellular carcinoma
hsa_circ_0016788,hepatocellular carcinoma
hsa_circ_0021093,hepatocellular carcinoma
hsa_circ_0039411,hepatocellular carcinoma
hsa_circ_0046600,hepatocellular carcinoma
hsa_circ_0051443,hepatocellular carcinoma
hsa_circ_0056836,hepatocellular carcinoma
hsa_circ_0067934,hepatocellular carcinoma
hsa_circ_0070269,hepatocellular carcinoma
hsa_circ_0078710,hepatocellular carcinoma
hsa_circ_0091570,hepatocellular carcinoma
hsa_circ_0091581,hepatocellular carcinoma
hsa_circ_0101432,hepatocellular carcinoma
hsa_circ_100338,hepatocellular carcinoma
hsa_circ_101280,hepatocellular carcinoma
hsa_circ_103809,hepatocellular carcinoma
hsa_circ_104075,hepatocellular carcinoma
hsa_circRNA_101764,hepatocellular carcinoma
hsa_circRNA_0007874,hepatocellular carcinoma
hsa_circ_0001946,hepatocellular carcinoma
hsa_circ_0005986,hepatocellular carcinoma
hsa_circ_000839,hepatocellular carcinoma
hsa_circ_0103809,hepatocellular carcinoma
hsa_circ_0005027,hypopharyngeal cancer
hsa_circ_0008287,hypopharyngeal cancer
hsa_circRNA_001654,Infantile hemangioma
hsa_circRNA_100933,Infantile hemangioma
hsa_circRNA_102116,Infantile hemangioma
hsa_circRNA_104310,Infantile hemangioma
circ2174,intrahepatic cholangiocarcinoma
circHIPK3,kidney clear cell carcinoma
hsa_circ_0057481,laryngeal cancer
CDR1as,laryngeal squamous cell carcinoma
circRNA_100290,laryngeal squamous cell carcinoma
hsa_circ_0023303,laryngeal squamous cell carcinoma
hsa_circ_0042666,laryngeal squamous cell carcinoma
hsa_circ_0044520,laryngeal squamous cell carcinoma
hsa_circ_0044529,laryngeal squamous cell carcinoma
hsa_circ_0059354,laryngeal squamous cell carcinoma
hsa_circ_0092012,laryngeal squamous cell carcinoma
circADAMTS13,liver cancer
circRNA_0072309,liver cancer
hsa_circ_0091579,liver cancer
hsa_circ_100395,liver cancer
hsa_circ_0003028,liver cancer
circHIPK3,liver cancer
hsa_circ_0007915,liver cancer
hsa_circ_0071410,liver cancer
circABCC4,lung adenocarcinoma
circ-ENO1,lung adenocarcinoma
circ-PRKCI,lung adenocarcinoma
circPUM1,lung adenocarcinoma
circPVT1,lung adenocarcinoma
circRNF13,lung adenocarcinoma
circ-SOX4,lung adenocarcinoma
cMras,lung adenocarcinoma
hsa_circ_0000792,lung adenocarcinoma
hsa_circ_0001946,lung adenocarcinoma
hsa_circ_0002346,lung adenocarcinoma
hsa_circ_0003998,lung adenocarcinoma
hsa_circ_0006427,lung adenocarcinoma
hsa_circ_0012673,lung adenocarcinoma
hsa_circ_0014130,lung adenocarcinoma
hsa_circ_0020732,lung adenocarcinoma
hsa_circ_0025036,lung adenocarcinoma
hsa_circ_0067934,lung adenocarcinoma
hsa_circ_0013958,lung adenocarcinoma
hsa_circ_0000729,lung adenocarcinoma
circ-ABCB10,lung cancer
circ-AKT3,lung cancer
circ-BANP,lung cancer
circGFRA1,Lung cancer
circHIPK3,lung cancer
circMAN2B2,lung cancer
circPVT1,lung cancer
hsa_circ_0006916,lung cancer
hsa_circ_0007059,lung cancer
hsa_circ_0012673,lung cancer
hsa_circ_0046264,lung cancer
hsa_circ_100395,lung cancer
hsa_circRNA_100833,lung cancer
hsa_circRNA_103809,lung cancer
hsa_circ_0000284,lung cancer
hsa_circRNA_103595,lung cancer
hsa_circ_0001821,lung cancer
circUBAP2,lung cancer
circ-ITCH,lung cancer
circ-PAX2,lung squamous cell carcinoma
circTP63,lung squamous cell carcinoma
hsa_circ_0000408,lung squamous cell carcinoma
circRNA_0084043,malignant melanoma
hsa_circ_0025039,malignant melanoma
circ-FOXM1,melanoma
circMYC,melanoma
hsa_circ_0017247,melanoma
hsa_circ_0084043,melanoma
hsa_circ_0012342,mucoepidermoid carcinoma
hsa_circ_0000190,multiple myeloma
CDR1as,nasopharyngeal carcinoma
circHIPK3,nasopharyngeal carcinoma
circRNA_000543,nasopharyngeal carcinoma
circRPMS1,nasopharyngeal carcinoma
hsa_circ_0008450,nasopharyngeal carcinoma
CDR1as,non-small cell lung cancer
circ-ACACA,non-small cell lung cancer
circAGFG1,non-small cell lung cancer
circBIRC6,non-small cell lung cancer
circFARSA,non-small cell lung cancer
circFGFR1,non-small cell lung cancer
circFGFR3,non-small cell lung cancer
circ-FOXM1,non-small cell lung cancer
circ-Foxo3,non-small cell lung cancer
circMTDH.4,non-small cell lung cancer
circP4HB,non-small cell lung cancer
circ-PRMT5,non-small cell lung cancer
circPTPRA,non-small cell lung cancer
circPVT1,non-small cell lung cancer
circ-RAD23B,non-small cell lung cancer
circRNA_100146,non-small cell lung cancer
circSMARCA5,non-small cell lung cancer
circVANGL1,non-small cell lung cancer
hsa_circ_0000003,non-small cell lung cancer
hsa_circ_0000735,non-small cell lung cancer
hsa_circ_0001649,non-small cell lung cancer
hsa_circ_0001727,non-small cell lung cancer
hsa_circ_0003645,non-small cell lung cancer
hsa_circ_0003998,non-small cell lung cancer
hsa_circ_0004015,non-small cell lung cancer
hsa_circ_0007385,non-small cell lung cancer
hsa_circ_0008305,non-small cell lung cancer
hsa_circ_0008717,non-small cell lung cancer
hsa_circ_0011780,non-small cell lung cancer
hsa_circ_0012384,non-small cell lung cancer
hsa_circ_0014130,non-small cell lung cancer
hsa_circ_0016760,non-small cell lung cancer
hsa_circ_0020123,non-small cell lung cancer
hsa_circ_0026134,non-small cell lung cancer
hsa_circ_0043278,non-small cell lung cancer
hsa_circ_0062389,non-small cell lung cancer
hsa_circ_0072083,non-small cell lung cancer
hsa_circ_0072309,non-small cell lung cancer
hsa_circ_0074027,non-small cell lung cancer
hsa_circ_0076305,non-small cell lung cancer
hsa_circ_0078767,non-small cell lung cancer
hsa_circ_0087862,non-small cell lung cancer
hsa_circ_0043256,non-small cell lung cancer
hsa_circ_0000284,non-small cell lung cancer
circATRNL1,oral squamous cell carcinoma
circDOCK1,oral squamous cell carcinoma
circHIPK3,oral squamous cell carcinoma
circ-PKD2,oral squamous cell carcinoma
circPVT1,oral squamous cell carcinoma
circRNA_100290,oral squamous cell carcinoma
circ-SCARB1,oral squamous cell carcinoma
hsa_circ_0000140,oral squamous cell carcinoma
hsa_circ_0001971,oral squamous cell carcinoma
hsa_circ_0002185,oral squamous cell carcinoma
hsa_circ_0008309,oral squamous cell carcinoma
hsa_circ_0072387,oral squamous cell carcinoma
hsa_circ_009755,oral squamous cell carcinoma
hsa_circRNA_100533,oral squamous cell carcinoma
CDR1as,osteosarcoma
circ_ANKIB1,osteosarcoma
circ_ARF3,osteosarcoma
circ_ORC2,osteosarcoma
circEPSTI1,osteosarcoma
circFAT1,osteosarcoma
circ-ITCH,osteosarcoma
circLARP4,osteosarcoma
circMMP9,osteosarcoma
circMYO10,osteosarcoma
circNASP,osteosarcoma
circPVT1,osteosarcoma
circRNA_100876,osteosarcoma
circTCF25,osteosarcoma
hsa_circ_0000190,osteosarcoma
hsa_circ_0001105,osteosarcoma
hsa_circ_0001564,osteosarcoma
hsa_circ_0001658,osteosarcoma
hsa_circ_0001721,osteosarcoma
hsa_circ_0001785,osteosarcoma
hsa_circ_0002052,osteosarcoma
hsa_circ_0004846,osteosarcoma
hsa_circ_0008792,osteosarcoma
hsa_circ_0009910,osteosarcoma
hsa_circ_0043278,osteosarcoma
hsa_circ_0051079,osteosarcoma
hsa_circ_0060428,osteosarcoma
hsa_circ_0102049,osteosarcoma
hsa_circ_0092509,osteosarcoma
hsa_circ_0056288,osteosarcoma
circ-CSPP1,ovarian cancer
circEPSTI1,ovarian cancer
circ-FAM53B,ovarian cancer
circGFRA1,ovarian cancer
circ-ITCH,ovarian cancer
circLARP4,ovarian cancer
circPLEKHM3,ovarian cancer
circPUM1,ovarian cancer
circRhoC,ovarian cancer
circWHSC1,ovarian cancer
hsa_circ_0004390,ovarian cancer
hsa_circ_0007874,ovarian cancer
hsa_circ_0051240,ovarian cancer
hsa_circ_100395,ovarian cancer
circ-ADAM9,pancreatic cancer
circHIPK3,pancreatic cancer
circ-IARS,pancreatic cancer
circ-LDLRAD3,pancreatic cancer
circ-PDE8A,pancreatic cancer
circRHOT1,pancreatic cancer
hsa_circ_0000977,pancreatic cancer
hsa_circ_0006215,pancreatic cancer
hsa_circ_0099999,pancreatic cancer
circCCDC66,pancreatic cancer
circ-ASH2L,pancreatic ductal adenocarcinoma
circFOXK2,pancreatic ductal adenocarcinoma
hsa_circ_0007534,pancreatic ductal adenocarcinoma
hsa_circ_001653,pancreatic ductal adenocarcinoma
hsa_circ_0030235,pancreatic ductal adenocarcinoma
hsa_circRNA_0007334,pancreatic ductal adenocarcinoma
hsa_circ_0000977,pancreatic ductal adenocarcinoma
circBACH2,papillary thyroid cancer
circ-FOXM1,papillary thyroid cancer
circNUP214,papillary thyroid cancer
circRAPGEF5,papillary thyroid cancer
circZFR,papillary thyroid cancer
hsa_circ_0004458,papillary thyroid cancer
hsa_circ_0005273,papillary thyroid cancer
hsa_circ_0025033,papillary thyroid cancer
hsa_circ_0015278,papillary thyroid cancer
circ-ITCH,papillary thyroid cancer
hsa_circRNA_004662,papillary thyroid cancer
hsa_circRNA_014213,papillary thyroid cancer
hsa_circRNA_046843,papillary thyroid cancer
hsa_circRNA_061346,papillary thyroid cancer
hsa_circRNA_101408,papillary thyroid cancer
circ_KATNAL1,prostate cancer
circ_SLC19A1,prostate cancer
circABCC4,prostate cancer
circAMOTL1L,prostate cancer
circGUCY1A2,prostate cancer
circHIPK3,prostate cancer
circ-ITCH,prostate cancer
circLMTK2,prostate cancer
circMTO1,prostate cancer
circSLC7A6,prostate cancer
circZFP57,prostate cancer
circ-ZNF609,prostate cancer
hsa_circ_0001206,prostate cancer
hsa_circ_0006404,prostate cancer
hsa_circ_0057558,prostate cancer
hsa_circ_0062019,prostate cancer
hsa_circ_0141940,prostate cancer
hsa_circRNA_008068,prostate cancer
hsa_circRNA_091420,prostate cancer
hsa_circRNA_101981,prostate cancer
hsa_circRNA_101996,prostate cancer
hsa_circRNA_406557,prostate cancer
circMTO1,rectal cancer
circNRIP1,renal carcinoma
circ-ZNF652,renal carcinoma
hsa_circ_0072309,renal carcinoma
circ-AKT3,renal cell carcinoma
circMTO1,renal cell carcinoma
circPRRC2A,renal cell carcinoma
hsa_circ_000926,renal cell carcinoma
hsa_circ_0035483,renal clear cell carcinoma
hsa_circ_0093996,retinoblastoma
hsa_circ_0059655,salivary adenoid cystic carcinoma
circ-LAMP1,T-cell lymphoblastic lymphoma
circNEK6,thyroid cancer
hsa_circ_0011385,thyroid cancer
hsa_circ_0058124,thyroid cancer
hsa_circ_0060060,thyroid cancer
hsa_circ_0067934,thyroid cancer
hsa_circ_0001742,tongue squamous cell carcinoma
hsa_circ_081069,tongue squamous cell carcinoma
CDR1as,triple-negative breast cancer
circAGFG1,triple-negative breast cancer
circ-ITCH,triple-negative breast cancer
circKIF4A,triple-negative breast cancer
circPLK1,triple-negative breast cancer
circSEPT9,triple-negative breast cancer
circTADA2A-E6,triple-negative breast cancer
hsa_circRNA_000479,triple-negative breast cancer
hsa_circ_0001451,triple-negative breast cancer
hsa_circ_0001846,triple-negative breast cancer
hsa_circ_0002453,triple-negative breast cancer
hsa_circ_0007294,triple-negative breast cancer
hsa_circ_0009362,triple-negative breast cancer
circEPSTI1,triple-negative breast cancer
circFAM114A2,urothelial carcinoma of bladder
circ-PRMT5,urothelial carcinoma of bladder
